Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
17055846,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17056092,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
17101192,00000524,false,Rx,0,6,03,0C,ED,FF,FF,FF,00,00,
17155590,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
17155853,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17156087,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
17172837,00000521,false,Rx,0,6,00,0D,F6,FF,FF,FF,00,00,
17255588,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
17255840,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17256089,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
17341451,00000528,false,Rx,0,6,07,00,A6,1E,00,00,00,00,
17355588,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
17355840,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17356085,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
17450376,00000523,false,Rx,0,6,02,03,EE,FF,FF,FF,00,00,
17455587,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
17455833,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17456084,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
17470579,00000525,false,Rx,0,6,04,0C,5E,00,00,00,00,00,
17509274,00000526,false,Rx,0,6,05,0F,01,00,00,00,00,00,
17555580,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
17555832,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17556083,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
17627988,00000522,false,Rx,0,6,01,0E,1F,B6,05,00,00,00,
17640164,00000527,false,Rx,0,6,06,06,B8,2A,01,00,00,00,
17655581,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
17655834,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17656082,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
17755581,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
17755827,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17756092,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
17769291,00000524,false,Rx,0,6,03,0D,EB,FF,FF,FF,00,00,
17786476,00000521,false,Rx,0,6,00,0E,F8,FF,FF,FF,00,00,
17855575,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
17855827,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17856073,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
17955575,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
17955828,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
17956073,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18055573,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18055826,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18056071,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18082211,00000528,false,Rx,0,6,07,01,A6,1E,00,00,00,00,
18100307,00000523,false,Rx,0,6,02,04,EB,FF,FF,FF,00,00,
18155568,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18155822,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18156067,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18156845,00000525,false,Rx,0,6,04,0D,5E,00,00,00,00,00,
18213627,00000526,false,Rx,0,6,05,00,FA,FF,FF,FF,00,00,
18255569,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18255818,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18256069,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18259757,00000522,false,Rx,0,6,01,0F,1C,B6,05,00,00,00,
18355568,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18355820,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18356066,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18362777,00000527,false,Rx,0,6,06,07,B8,2A,01,00,00,00,
18400040,00000521,false,Rx,0,6,00,0F,FF,FF,FF,FF,00,00,
18437402,00000524,false,Rx,0,6,03,0E,F6,FF,FF,FF,00,00,
18455567,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18455815,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18456061,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18555562,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18555815,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18556061,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18655557,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18655821,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18656056,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18750294,00000523,false,Rx,0,6,02,05,EB,FF,FF,FF,00,00,
18755558,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18755811,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18756056,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18822985,00000528,false,Rx,0,6,07,02,A6,1E,00,00,00,00,
18843118,00000525,false,Rx,0,6,04,0E,5E,00,00,00,00,00,
18855560,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18855805,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18856052,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
18891538,00000522,false,Rx,0,6,01,00,0E,B6,05,00,00,00,
18917932,00000526,false,Rx,0,6,05,01,02,00,00,00,00,00,
18955556,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
18955802,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
18956053,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19013655,00000521,false,Rx,0,6,00,00,F7,FF,FF,FF,00,00,
19055552,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19055803,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19056048,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19085381,00000527,false,Rx,0,6,06,08,B8,2A,01,00,00,00,
19105526,00000524,false,Rx,0,6,03,0F,E9,FF,FF,FF,00,00,
19155553,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19155798,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19156048,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19255550,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19255796,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19256055,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19355544,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19355796,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19356041,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19400203,00000523,false,Rx,0,6,02,06,F8,FF,FF,FF,00,00,
19455543,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19455795,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19456042,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19523319,00000522,false,Rx,0,6,01,01,19,B6,05,00,00,00,
19529402,00000525,false,Rx,0,6,04,0F,5E,00,00,00,00,00,
19555540,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19555792,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19556038,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19563774,00000528,false,Rx,0,6,07,03,A6,1E,00,00,00,00,
19622557,00000526,false,Rx,0,6,05,02,04,00,00,00,00,00,
19627274,00000521,false,Rx,0,6,00,01,FC,FF,FF,FF,00,00,
19655541,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19655787,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19656039,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19755540,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19755785,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19756038,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19773633,00000524,false,Rx,0,6,03,00,F6,FF,FF,FF,00,00,
19807994,00000527,false,Rx,0,6,06,09,B8,2A,01,00,00,00,
19855536,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19855784,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19856036,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
19955535,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
19955781,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
19956034,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20050148,00000523,false,Rx,0,6,02,07,EB,FF,FF,FF,00,00,
20055529,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20055784,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20056030,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20155099,00000522,false,Rx,0,6,01,02,2C,B6,05,00,00,00,
20155526,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20155781,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20156027,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20215680,00000525,false,Rx,0,6,04,00,5E,00,00,00,00,00,
20240883,00000521,false,Rx,0,6,00,02,F7,FF,FF,FF,00,00,
20255525,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20255776,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20256028,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20304550,00000528,false,Rx,0,6,07,04,A6,1E,00,00,00,00,
20326809,00000526,false,Rx,0,6,05,03,05,00,00,00,00,00,
20355526,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20355779,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20356020,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20441735,00000524,false,Rx,0,6,03,01,EC,FF,FF,FF,00,00,
20455525,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20455777,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20456022,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20530605,00000527,false,Rx,0,6,06,0A,B8,2A,01,00,00,00,
20555519,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20555770,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20556015,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20655516,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20655768,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20656017,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20700093,00000523,false,Rx,0,6,02,08,EB,FF,FF,FF,00,00,
20755515,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20755766,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20756015,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20786874,00000522,false,Rx,0,6,01,03,26,B6,05,00,00,00,
20854494,00000521,false,Rx,0,6,00,03,F6,FF,FF,FF,00,00,
20855519,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20855764,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20856015,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
20901961,00000525,false,Rx,0,6,04,01,5E,00,00,00,00,00,
20955513,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
20955765,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
20956013,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21031476,00000526,false,Rx,0,6,05,04,08,00,00,00,00,00,
21045332,00000528,false,Rx,0,6,07,05,A6,1E,00,00,00,00,
21055514,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21055759,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21056030,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21109859,00000524,false,Rx,0,6,03,02,E7,FF,FF,FF,00,00,
21155507,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21155759,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21156005,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21253225,00000527,false,Rx,0,6,06,0B,B8,2A,01,00,00,00,
21255507,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21255759,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21256005,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21350056,00000523,false,Rx,0,6,02,09,F9,FF,FF,FF,00,00,
21355502,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21355754,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21356006,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21419004,00000522,false,Rx,0,6,01,04,0D,B6,05,00,00,00,
21455504,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21455750,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21456002,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21468130,00000521,false,Rx,0,6,00,04,FA,FF,FF,FF,00,00,
21555504,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21555751,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21555997,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21588260,00000525,false,Rx,0,6,04,02,5E,00,00,00,00,00,
21655496,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21655749,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21655995,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21735923,00000526,false,Rx,0,6,05,05,FF,FF,FF,FF,00,00,
21755494,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21755749,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21755995,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21778020,00000524,false,Rx,0,6,03,03,04,00,00,00,00,00,
21786127,00000528,false,Rx,0,6,07,06,A6,1E,00,00,00,00,
21855497,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21855744,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21855989,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21955495,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
21955742,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
21955987,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
21975846,00000527,false,Rx,0,6,06,0C,B8,2A,01,00,00,00,
