Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
30101970,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
30102218,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
30102473,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
30201968,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
30202220,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
30202475,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
30258155,00000523,false,Rx,0,6,02,08,EE,FF,FF,FF,00,00,
30274585,00000527,false,Rx,0,6,06,04,B6,2A,01,00,00,00,
30301965,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
30302216,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
30302469,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
30314752,00000528,false,Rx,0,6,07,04,A6,1E,00,00,00,00,
30401968,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
30402213,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
30402470,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
30501961,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
30502213,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
30502462,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
30509455,00000521,false,Rx,0,6,00,04,F8,FF,FF,FF,00,00,
30573023,00000522,false,Rx,0,6,01,0C,CE,B3,05,00,00,00,
30601958,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
30602210,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
30602456,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
30694149,00000524,false,Rx,0,6,03,09,FA,FF,FF,FF,00,00,
30701961,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
30702207,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
30702459,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
30726746,00000526,false,Rx,0,6,05,08,02,00,00,00,00,00,
30766825,00000525,false,Rx,0,6,04,0F,5E,00,00,00,00,00,
30801953,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
30802205,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
30802451,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
30901954,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
30902207,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
30902451,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
30908103,00000523,false,Rx,0,6,02,09,EE,FF,FF,FF,00,00,
30996985,00000527,false,Rx,0,6,06,05,B6,2A,01,00,00,00,
31001951,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31002203,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
31002474,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
31055530,00000528,false,Rx,0,6,07,05,A6,1E,00,00,00,00,
31101951,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31102197,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
