Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
23277568,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
23377072,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
23377325,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
23377565,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
23420906,00000521,false,Rx,0,6,00,04,0C,00,00,00,00,00,
23477072,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
23477318,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
23477565,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
23511501,00000522,false,Rx,0,6,01,01,39,D6,05,00,00,00,
23527631,00000524,false,Rx,0,6,03,03,EC,FF,FF,FF,00,00,
23577068,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
23577317,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
23577565,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
23677066,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
23677312,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
23677558,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
23718875,00000525,false,Rx,0,6,04,08,BB,00,00,00,00,00,
23722889,00000523,false,Rx,0,6,02,01,F4,FF,FF,FF,00,00,
23751140,00000527,false,Rx,0,6,06,08,05,81,00,00,00,00,
23757421,00000526,false,Rx,0,6,05,0F,01,00,00,00,00,00,
23777063,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
23777314,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
23777561,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
23809527,00000528,false,Rx,0,6,07,03,67,0D,00,00,00,00,
23877063,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
23877320,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
23877556,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
23977057,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
23977309,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
23977552,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
24032897,00000521,false,Rx,0,6,00,05,05,00,00,00,00,00,
24077060,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
24077306,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
24077553,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
24141614,00000522,false,Rx,0,6,01,02,37,D6,05,00,00,00,
24177052,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
24177304,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
24177550,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
24193980,00000524,false,Rx,0,6,03,04,EF,FF,FF,FF,00,00,
24277054,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
24277300,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
24277549,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
24371131,00000523,false,Rx,0,6,02,02,F6,FF,FF,FF,00,00,
24377049,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
24377300,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
24377547,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
24403368,00000525,false,Rx,0,6,04,09,BA,00,00,00,00,00,
24460091,00000526,false,Rx,0,6,05,00,F7,FF,FF,FF,00,00,
24471854,00000527,false,Rx,0,6,06,09,05,81,00,00,00,00,
24477049,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
24477301,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
24477561,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
24548621,00000528,false,Rx,0,6,07,04,67,0D,00,00,00,00,
24577047,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
24577293,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
24577540,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
24644927,00000521,false,Rx,0,6,00,06,06,00,00,00,00,00,
24677048,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
24677294,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
24677540,00000102,false,Rx,0,8,01,84,01,00,00,01,00,00,
24771753,00000522,false,Rx,0,6,01,03,2C,D6,05,00,00,00,
24777040,00000100,false,Rx,0,8,00,00,00,00,8E,01,C8,00,
24777292,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
