Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
325730061,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
325782016,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
325829449,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
325829693,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
325857077,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
325928918,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
325929336,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
325932091,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
326006946,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
326028658,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326028919,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326082050,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
326128259,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326128490,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326157031,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
326227869,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326228099,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326232020,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
326307015,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
326327370,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326327601,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326382086,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
326426992,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326427224,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326457077,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
326526591,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326526835,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326532051,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
326607070,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
326626222,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326626455,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326681969,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
326725735,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326725973,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326757070,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
326825328,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326825558,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326831986,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
326907032,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
326925086,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
326925316,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
326981992,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
327024562,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327024814,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327057049,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
327124122,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327124352,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327132099,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
327207050,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
327223883,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327224111,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327282041,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
327323456,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327323699,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327357037,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
327422946,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327423177,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327433362,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
